url_length,hostname_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_question_marks,num_equals,num_ampersands,num_percent,num_at,num_digits,num_letters,digit_ratio,uses_https,is_ip_address,num_subdomains,num_query_params,suspicious_word_count,url_entropy,long_hostname,special_char_ratio,actual,predicted,malicious_probability
85,36,41,0,2,3,0,8,0,0,0,0,0,1,70,0.011764705882352941,1,0,1,0,1,4.316375314456122,0,0.16470588235294117,1,1,1.0
28,20,0,0,2,0,0,2,0,0,0,0,0,0,23,0.0,1,0,1,0,0,3.7943360657504517,0,0.17857142857142858,0,0,0.006674398024375193
21,14,0,0,2,0,0,2,0,0,0,0,0,0,16,0.0,0,0,1,0,0,3.5944656369614525,0,0.23809523809523808,1,1,0.9757794509851898
25,18,0,0,2,0,0,2,0,0,0,0,0,0,20,0.0,0,0,1,0,0,3.683856189774724,0,0.2,1,1,0.9892250765130721
55,47,0,0,3,4,0,2,0,0,0,0,0,21,24,0.38181818181818183,1,0,2,0,0,4.49900834965228,0,0.18181818181818182,1,1,1.0
65,50,7,0,2,4,0,4,0,0,0,0,0,7,47,0.1076923076923077,1,0,1,0,0,4.363409445000959,0,0.16923076923076924,1,1,1.0
55,46,1,0,2,3,0,3,0,0,0,0,0,5,41,0.09090909090909091,1,0,1,0,0,4.33543630560956,0,0.16363636363636364,1,1,1.0
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.7201755214643453,0,0.20833333333333334,0,0,0.005364499988881662
27,18,1,0,2,0,0,3,0,0,0,0,0,2,19,0.07407407407407407,1,0,1,0,0,3.9121138909722295,0,0.2222222222222222,1,1,0.9996745575191514
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.5739348962840563,0,0.20833333333333334,0,0,0.0066916916642598065
35,27,0,0,2,0,0,2,0,0,0,0,0,0,30,0.0,1,0,1,0,0,4.264578373902382,0,0.14285714285714285,0,0,0.010332582515787265
33,25,0,0,2,0,0,2,0,0,0,0,0,0,28,0.0,1,0,1,0,0,3.460616467646623,0,0.15151515151515152,0,0,0.01461454210218724
26,18,0,0,2,0,0,2,0,0,0,0,0,0,21,0.0,1,0,1,0,0,3.8252517372886503,0,0.19230769230769232,0,0,0.017886606571311466
35,27,0,0,2,0,0,2,0,0,0,0,0,0,30,0.0,1,0,1,0,0,3.9001530166977116,0,0.14285714285714285,0,0,0.0024138680222711728
21,13,0,0,3,0,0,2,0,0,0,0,0,0,15,0.0,1,0,2,0,0,3.5585186130489066,0,0.2857142857142857,0,0,0.005552514166838968
27,19,0,0,2,0,0,2,0,0,0,0,0,0,22,0.0,1,0,1,0,0,3.6763906325796265,0,0.18518518518518517,0,0,0.0030979152885686496
83,38,37,0,3,6,0,3,0,0,0,0,0,29,41,0.3493975903614458,1,0,2,0,0,4.725244816806095,0,0.1566265060240964,1,1,1.0
28,20,0,0,2,1,0,2,0,0,0,0,0,0,22,0.0,1,0,1,0,0,4.021640636343318,0,0.21428571428571427,0,0,0.016991930359769033
77,11,58,0,3,2,0,8,0,0,0,0,0,0,63,0.0,1,0,0,0,0,4.350902859231631,0,0.18181818181818182,1,1,1.0
22,14,0,0,2,0,0,2,0,0,0,0,0,0,17,0.0,1,0,1,0,0,3.6978458230844122,0,0.22727272727272727,0,0,0.014792267275827395
20,12,0,0,2,0,0,2,0,0,0,0,0,0,15,0.0,1,0,1,0,0,3.584183719779188,0,0.25,0,0,0.006103523061771641
23,15,0,0,2,0,0,2,0,0,0,0,0,0,18,0.0,1,0,1,0,0,3.7622673906514943,0,0.21739130434782608,0,0,0.010929300373386032
31,23,0,0,2,0,0,2,0,0,0,0,0,0,26,0.0,1,0,1,0,0,4.014860327200947,0,0.16129032258064516,0,0,0.004795190438054153
23,9,6,0,1,0,0,3,0,0,0,0,0,0,18,0.0,1,0,0,0,0,3.9690016298759936,0,0.21739130434782608,1,1,1.0
28,21,0,0,2,0,0,2,0,0,0,0,0,0,23,0.0,0,0,1,0,0,3.869331261111518,0,0.17857142857142858,1,1,0.97642838172102
57,35,14,0,4,1,0,4,0,0,0,0,0,0,47,0.0,1,0,2,0,0,4.185972418008123,0,0.17543859649122806,1,1,1.0
24,17,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,0,0,1,0,0,3.688721875540867,0,0.20833333333333334,1,1,0.9901853234817914
25,18,0,0,2,0,0,2,0,0,0,0,0,0,20,0.0,0,0,1,0,0,3.863465189601647,0,0.2,1,1,0.9868456959849959
43,17,18,0,2,0,0,5,0,0,0,0,0,12,23,0.27906976744186046,1,0,1,0,0,4.563022534265731,0,0.18604651162790697,1,1,1.0
31,23,0,0,2,0,0,2,0,0,0,0,0,0,26,0.0,1,0,1,0,0,3.796960730356964,0,0.16129032258064516,0,0,0.0051228209746506026
49,27,14,0,4,0,0,4,0,0,0,0,0,0,40,0.0,1,0,2,0,1,4.170732548152689,0,0.1836734693877551,1,1,0.9991035503740714
34,25,1,0,2,1,0,3,0,0,0,0,0,6,21,0.17647058823529413,1,0,1,0,0,4.432619826353562,0,0.20588235294117646,1,1,1.0
53,38,7,0,3,2,0,3,0,0,0,0,0,7,37,0.1320754716981132,1,0,1,0,0,4.194743455201286,0,0.16981132075471697,1,1,1.0
31,23,0,0,3,0,0,2,0,0,0,0,0,0,25,0.0,1,0,2,0,0,3.953565664946427,0,0.1935483870967742,0,0,0.009921699423075905
37,16,14,0,2,0,0,4,0,0,0,0,0,0,30,0.0,0,0,0,0,0,3.9182523518230763,0,0.1891891891891892,1,1,1.0
50,41,1,0,2,0,0,3,0,0,0,0,0,13,31,0.26,1,0,1,0,0,4.648367439558378,0,0.12,1,1,1.0
20,12,0,0,2,0,0,2,0,0,0,0,0,1,14,0.05,1,0,1,0,0,3.7841837197791888,0,0.25,0,0,0.0580466567969564
35,27,0,0,3,0,0,2,0,0,0,0,0,0,29,0.0,1,0,2,0,0,4.142730873716943,0,0.17142857142857143,0,0,0.019812010254413318
20,12,0,0,2,0,0,2,0,0,0,0,0,0,15,0.0,1,0,1,0,0,3.584183719779188,0,0.25,0,0,0.006103523061771641
22,14,0,0,2,0,0,2,0,0,0,0,0,0,17,0.0,1,0,1,0,0,3.879664004902594,0,0.22727272727272727,0,0,0.014859307294805977
27,19,0,0,2,1,0,2,0,0,0,0,0,0,21,0.0,1,0,1,0,0,4.060262039120378,0,0.2222222222222222,0,0,0.036161969428298
22,14,0,0,2,0,0,2,0,0,0,0,0,0,17,0.0,1,0,1,0,0,3.4817145729860726,0,0.22727272727272727,0,0,0.012541002497734313
35,27,1,0,3,0,0,3,0,0,0,0,0,0,28,0.0,0,0,2,0,0,3.8074355167595257,0,0.2,1,1,1.0
25,17,0,0,3,0,0,2,0,0,0,0,0,0,19,0.0,1,0,2,0,0,3.913269689515108,0,0.24,0,0,0.004331584391742369
36,28,0,0,2,0,0,2,0,0,0,0,0,0,31,0.0,1,0,1,0,0,4.141604167868593,0,0.1388888888888889,0,0,0.006249961459350183
25,17,0,0,2,1,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.863465189601647,0,0.24,0,0,0.006892645376030865
25,17,0,0,2,0,0,2,0,0,0,0,0,0,20,0.0,1,0,1,0,0,3.753269689515108,0,0.2,0,0,0.0034397638404539835
39,30,1,0,2,1,0,3,0,0,0,0,0,2,30,0.05128205128205128,1,0,1,0,0,4.021704462063677,0,0.1794871794871795,1,1,0.9980153922687501
32,24,0,0,4,0,0,2,0,0,0,0,0,0,25,0.0,1,0,3,0,0,4.101409765557392,0,0.21875,0,0,0.0470202991046783
38,30,0,0,2,3,0,2,0,0,0,0,0,0,30,0.0,1,0,1,0,0,4.030436394851732,0,0.21052631578947367,0,0,0.1346707985507106
35,27,0,0,2,0,0,2,0,0,0,0,0,0,30,0.0,1,0,1,0,0,3.797020431713803,0,0.14285714285714285,0,0,0.006076594740209842
21,13,0,0,2,0,0,2,0,0,0,0,0,0,16,0.0,1,0,1,0,0,3.463280517810811,0,0.23809523809523808,0,0,0.011092273151606446
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.6572682296173893,0,0.20833333333333334,0,0,0.0054823693991794195
20,12,0,0,2,0,0,2,0,0,0,0,0,0,15,0.0,1,0,1,0,0,3.584183719779188,0,0.25,0,0,0.006103523061771641
25,17,0,0,2,0,0,2,0,0,0,0,0,0,20,0.0,1,0,1,0,0,3.9736606896881854,0,0.2,0,0,0.0025758722558427067
19,11,0,0,2,0,0,2,0,0,0,0,0,0,14,0.0,1,0,1,0,0,3.4316235658474303,0,0.2631578947368421,0,0,0.0041895600508676375
35,26,1,0,2,2,0,3,0,0,0,0,0,0,27,0.0,1,0,1,0,0,3.8645783739023827,0,0.22857142857142856,1,1,0.99
23,16,0,0,2,0,0,2,0,0,0,0,0,2,16,0.08695652173913043,0,0,1,0,0,3.849223912390625,0,0.21739130434782608,1,1,0.990087423977256
22,14,0,0,2,0,0,2,0,0,0,0,0,0,17,0.0,1,0,1,0,0,3.6978458230844127,0,0.22727272727272727,0,0,0.014792267275827395
33,25,0,0,2,0,0,2,0,0,0,0,0,0,28,0.0,1,0,1,0,0,3.861983513035609,0,0.15151515151515152,0,0,0.0067232957958027985
22,14,0,0,2,0,0,2,0,0,0,0,0,0,17,0.0,1,0,1,0,0,3.6978458230844122,0,0.22727272727272727,0,0,0.014792267275827395
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.6887218755408675,0,0.20833333333333334,0,0,0.017097303856533737
18,10,1,0,1,0,0,3,0,0,0,0,0,0,13,0.0,0,0,0,0,0,3.6835423624332306,0,0.2777777777777778,1,1,1.0
21,13,0,0,2,0,0,2,0,0,0,0,0,0,16,0.0,1,0,1,0,0,3.6304126608739984,0,0.23809523809523808,0,0,0.010563915450164586
50,31,12,0,6,0,0,4,0,0,0,0,0,0,39,0.0,0,0,4,0,0,4.010881379939833,0,0.22,1,1,1.0
20,12,0,0,2,0,0,2,0,0,0,0,0,0,15,0.0,1,0,1,0,0,3.7841837197791888,0,0.25,0,0,0.006845879642254863
40,33,0,0,2,0,0,2,0,0,0,0,0,0,35,0.0,0,0,1,0,0,3.924024420865021,0,0.125,1,1,0.9524977763290624
22,14,0,0,3,0,0,2,0,0,0,0,0,0,16,0.0,1,0,2,0,0,3.754441845713345,0,0.2727272727272727,0,0,0.006362296034076586
469,13,21,427,13,1,3,5,1,10,9,15,0,107,304,0.2281449893390192,0,1,2,10,3,5.251341069512956,0,0.12366737739872068,1,1,1.0
18,11,0,0,2,0,0,2,0,0,0,0,0,0,13,0.0,0,0,1,0,0,3.239097917988786,0,0.2777777777777778,1,1,0.9893482303758859
34,26,0,0,2,0,0,2,0,0,0,0,0,0,29,0.0,1,0,1,0,0,3.85586569475248,0,0.14705882352941177,0,0,0.005274568119807398
41,32,1,0,2,2,0,3,0,0,0,0,0,12,21,0.2926829268292683,1,0,1,0,0,4.482569005083273,0,0.1951219512195122,1,1,1.0
72,28,5,30,5,1,0,4,1,1,0,0,1,0,58,0.0,1,0,2,1,0,4.494297183191004,0,0.19444444444444445,1,1,1.0
28,20,0,0,2,0,0,2,0,0,0,0,0,0,23,0.0,1,0,1,0,0,4.039148671903071,0,0.17857142857142858,0,0,0.009044779468121222
26,18,0,0,3,0,0,2,0,0,0,0,0,0,20,0.0,1,0,2,0,0,3.613337314045307,0,0.23076923076923078,0,0,0.00985182102889443
30,22,0,0,2,0,0,2,0,0,0,0,0,0,25,0.0,1,0,1,0,0,3.9232314287976204,0,0.16666666666666666,0,0,0.004360213646522737
38,30,0,0,2,0,0,2,0,0,0,0,0,0,33,0.0,1,0,1,0,0,4.11583409216322,0,0.13157894736842105,0,0,0.004386553424201656
38,29,1,0,2,0,0,3,0,0,0,0,0,0,32,0.0,1,0,1,0,0,4.108869289360841,0,0.15789473684210525,1,1,1.0
28,20,0,0,2,0,0,2,0,0,0,0,0,0,23,0.0,1,0,1,0,0,3.940759832540089,0,0.17857142857142858,0,0,0.006802621866933727
28,20,0,0,3,0,0,2,0,0,0,0,0,0,22,0.0,1,0,2,0,0,3.797902689682947,0,0.21428571428571427,0,0,0.009382626890277582
30,22,0,0,2,0,0,2,0,0,0,0,0,0,25,0.0,1,0,1,0,0,4.031401845392172,0,0.16666666666666666,0,0,0.005982794053951009
21,13,0,0,2,0,0,2,0,0,0,0,0,0,16,0.0,1,0,1,0,0,3.784941827437643,0,0.23809523809523808,0,0,0.022685964972047966
29,22,0,0,2,0,0,2,0,0,0,0,0,0,24,0.0,0,0,1,0,0,3.883337460421007,0,0.1724137931034483,1,1,0.9846687474453002
34,25,1,0,2,1,0,3,0,0,0,0,0,6,21,0.17647058823529413,1,0,1,0,0,4.289832974227876,0,0.20588235294117646,1,1,1.0
36,28,0,0,3,0,0,2,0,0,0,0,0,0,30,0.0,1,0,2,0,0,4.0441104177484,0,0.16666666666666666,0,0,0.1345658639078642
19,11,0,0,2,0,0,2,0,0,0,0,0,0,14,0.0,1,0,1,0,0,3.6818808028034025,0,0.2631578947368421,0,0,0.0055625888535179
31,22,1,0,3,0,0,3,0,0,0,0,0,0,24,0.0,1,0,2,0,0,3.7758309873874936,0,0.22580645161290322,1,1,0.9933333333333333
27,19,0,0,2,0,0,2,0,0,0,0,0,0,22,0.0,1,0,1,0,0,3.9302703722934544,0,0.18518518518518517,0,0,0.004732439099188848
45,38,0,0,4,3,0,2,0,0,0,0,0,1,34,0.022222222222222223,0,0,3,0,0,4.188982196705437,0,0.2222222222222222,1,1,0.9955826096308045
28,20,0,0,2,0,0,2,0,0,0,0,0,0,23,0.0,1,0,1,0,0,3.5800503514647373,0,0.17857142857142858,0,0,0.005467649359944346
22,14,0,0,2,0,0,2,0,0,0,0,0,1,16,0.045454545454545456,1,0,1,0,0,3.788754913993503,0,0.22727272727272727,0,0,0.011783253893533513
36,28,0,0,3,0,0,2,0,0,0,0,0,0,30,0.0,1,0,2,0,0,4.009523959475163,0,0.16666666666666666,0,0,0.06549375218384687
35,27,0,0,2,0,0,2,0,0,0,0,0,0,30,0.0,1,0,1,0,0,4.171860873964196,0,0.14285714285714285,0,0,0.006173657944899336
40,31,1,0,2,1,0,3,0,0,0,0,0,6,27,0.15,1,0,1,0,1,4.2561983328100945,0,0.175,1,1,1.0
31,23,0,0,4,0,0,2,0,0,0,0,0,0,24,0.0,1,0,3,0,0,3.7843684875968617,0,0.22580645161290322,0,0,0.01307740475060475
36,28,0,0,2,0,0,2,0,0,0,0,0,0,31,0.0,1,0,1,0,0,4.0441104177484,0,0.1388888888888889,0,0,0.005411053797458858
33,24,1,0,2,1,0,3,0,0,0,0,0,0,26,0.0,1,0,1,0,1,4.104407755459851,0,0.21212121212121213,1,1,0.9810393271095476
22,15,0,0,2,0,0,2,0,0,0,0,0,0,17,0.0,0,0,1,0,0,3.447401504705915,0,0.22727272727272727,1,1,0.9771412508363418
26,18,0,0,2,0,0,2,0,0,0,0,0,0,21,0.0,1,0,1,0,0,3.8731406795131327,0,0.19230769230769232,0,0,0.005348427811046243
25,18,0,0,3,0,0,2,0,0,0,0,0,0,19,0.0,0,0,2,0,0,3.753269689515108,0,0.24,1,1,0.9854466551949362
29,22,0,0,2,0,0,2,0,0,0,0,0,0,24,0.0,0,0,1,0,0,4.030394788231021,0,0.1724137931034483,1,1,0.9835997967300805
38,30,0,0,2,0,0,2,0,0,0,0,0,0,33,0.0,1,0,1,0,0,3.9655839357277802,0,0.13157894736842105,0,0,0.0036815612471979508
23,16,0,0,2,0,0,2,0,0,0,0,0,0,18,0.0,0,0,1,0,0,3.708132064658602,0,0.21739130434782608,1,1,0.9808552195426523
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.7201755214643453,0,0.20833333333333334,0,0,0.005364499988881662
28,20,0,0,2,0,0,2,0,0,0,0,0,0,23,0.0,1,0,1,0,0,3.7534343861887853,0,0.17857142857142858,0,0,0.006496756290916128
36,27,1,0,2,0,0,3,0,0,0,0,0,2,28,0.05555555555555555,1,0,1,0,0,4.141604167868593,0,0.16666666666666666,1,1,1.0
26,18,0,0,2,0,0,2,0,0,0,0,0,0,21,0.0,1,0,1,0,0,3.719294525666979,0,0.19230769230769232,0,0,0.005344884861171762
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.8553885422075345,0,0.20833333333333334,0,0,0.005451851578679096
36,28,0,0,3,0,0,2,0,0,0,0,0,0,30,0.0,1,0,2,0,0,4.252715278979704,0,0.16666666666666666,0,0,0.012612643776968408
20,12,0,0,2,0,0,2,0,0,0,0,0,0,15,0.0,1,0,1,0,0,3.5464393446710147,0,0.25,0,0,0.005799058396048044
27,18,1,0,2,0,0,3,0,0,0,0,0,0,21,0.0,1,0,1,0,0,3.6158175946759328,0,0.2222222222222222,1,1,1.0
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.855388542207534,0,0.20833333333333334,0,0,0.005451851578679096
25,18,0,0,2,0,0,2,0,0,0,0,0,0,20,0.0,0,0,1,0,0,3.843856189774724,0,0.2,1,1,0.9868456959849959
48,39,1,0,3,4,0,3,0,0,0,0,0,5,32,0.10416666666666667,1,0,2,0,0,4.177694271103768,0,0.22916666666666666,1,1,1.0
29,21,0,0,2,1,0,2,0,0,0,0,0,0,23,0.0,1,0,1,0,0,4.073329701949522,0,0.20689655172413793,0,0,0.02065140925553302
23,15,0,0,2,0,0,2,0,0,0,0,0,1,17,0.043478260869565216,1,0,1,0,0,3.882045108136863,0,0.21739130434782608,0,0,0.021043116611866523
72,19,45,0,1,1,0,10,0,0,0,0,0,0,59,0.0,1,0,0,0,0,4.107735252622103,0,0.18055555555555555,1,1,1.0
32,24,0,0,2,0,0,2,0,0,0,0,0,0,27,0.0,1,0,1,0,0,3.8400182662886326,0,0.15625,0,0,0.030714529242201718
19,12,0,0,2,0,0,2,0,0,0,0,0,0,14,0.0,0,0,1,0,0,3.3263604079526936,0,0.2631578947368421,1,1,0.9899597172814557
28,20,0,0,2,0,0,2,0,0,0,0,0,0,23,0.0,1,0,1,0,0,3.770942421748537,0,0.17857142857142858,0,0,0.00656703308470026
21,13,0,0,2,0,0,2,0,0,0,0,0,0,16,0.0,1,0,1,0,0,3.6537567082870015,0,0.23809523809523808,0,0,0.011853011841857757
19,10,1,0,1,0,0,3,0,0,0,0,0,0,14,0.0,1,0,0,0,0,3.7871439606981383,0,0.2631578947368421,1,1,1.0
32,25,0,0,2,0,0,2,0,0,0,0,0,0,27,0.0,0,0,1,0,0,4.202819531114783,0,0.15625,1,1,0.9688999091527755
27,18,1,0,2,0,0,3,0,0,0,0,0,2,19,0.07407407407407407,1,0,1,0,0,3.930270372293454,0,0.2222222222222222,1,1,0.9996745575191514
20,13,0,0,2,0,0,2,0,0,0,0,0,2,13,0.1,0,0,1,0,0,3.6841837197791882,0,0.25,1,1,0.981270854427346
19,11,0,0,2,0,0,2,0,0,0,0,0,0,14,0.0,1,0,1,0,0,3.4713544870139295,0,0.2631578947368421,0,0,0.004879182365489953
22,14,0,0,2,0,0,2,0,0,0,0,0,0,17,0.0,1,0,1,0,0,3.606936732175322,0,0.22727272727272727,0,0,0.013892352074782982
33,25,0,0,3,0,0,2,0,0,0,0,0,0,27,0.0,1,0,2,0,0,4.173033892020167,0,0.18181818181818182,0,0,0.007941758143304894
50,33,1,7,3,0,0,4,1,0,0,0,0,5,36,0.1,1,0,2,1,0,4.393269689515107,0,0.18,1,1,1.0
27,19,0,0,2,0,0,2,0,0,0,0,0,0,22,0.0,1,0,1,0,0,3.9121138909722295,0,0.18518518518518517,0,0,0.004712982618447872
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.855388542207534,0,0.20833333333333334,0,0,0.005451851578679096
27,19,0,0,2,0,0,2,0,0,0,0,0,0,22,0.0,1,0,1,0,0,3.7080481500712312,0,0.18518518518518517,0,0,0.003962772112783566
35,27,0,0,2,0,0,2,0,0,0,0,0,0,30,0.0,1,0,1,0,0,4.128724445269141,0,0.14285714285714285,0,0,0.0030792282001875205
40,31,1,0,2,1,0,3,0,0,0,0,0,0,33,0.0,1,0,1,0,0,4.189822782008754,0,0.175,1,1,1.0
27,18,1,0,2,1,0,3,0,0,0,0,0,3,17,0.1111111111111111,1,0,1,0,0,4.032303242743953,0,0.25925925925925924,1,1,1.0
38,29,1,0,2,3,0,3,0,0,0,0,0,10,19,0.2631578947368421,1,0,1,0,0,4.260828171224454,0,0.23684210526315788,1,1,0.9991035503740714
35,27,0,0,2,0,0,2,0,0,0,0,0,0,30,0.0,1,0,1,0,0,4.0360069453309535,0,0.14285714285714285,0,0,0.003373282451645651
27,19,0,0,2,0,0,2,0,0,0,0,0,0,22,0.0,1,0,1,0,0,3.7080481500712317,0,0.18518518518518517,0,0,0.003962772112783566
35,26,1,0,2,1,0,3,0,0,0,0,0,5,23,0.14285714285714285,1,0,1,0,0,4.457575159678481,0,0.2,1,1,0.9971881336335775
32,24,0,0,2,0,0,2,0,0,0,0,0,0,27,0.0,1,0,1,0,0,3.417837797403416,0,0.15625,0,0,0.022471331351876195
27,19,0,0,2,0,0,2,0,0,0,0,0,1,21,0.037037037037037035,1,0,1,0,0,3.986187965046304,0,0.18518518518518517,0,0,0.021813303284046126
32,24,0,0,3,0,0,2,0,0,0,0,0,0,26,0.0,1,0,2,0,0,4.007048827786958,0,0.1875,0,0,0.009153182210347045
24,17,0,0,2,1,0,2,0,0,0,0,0,1,17,0.041666666666666664,0,0,1,0,0,3.855388542207534,0,0.25,1,1,0.970506599438134
31,23,0,0,2,0,0,2,0,0,0,0,0,0,26,0.0,1,0,1,0,0,3.7442035683118124,0,0.16129032258064516,0,0,0.0049224112984653364
24,16,0,0,2,0,0,2,0,0,0,0,0,1,18,0.041666666666666664,1,0,1,0,0,3.5535088547976783,0,0.20833333333333334,0,0,0.02813506815069169
49,40,1,0,2,2,0,3,0,0,0,0,0,6,35,0.12244897959183673,1,0,1,0,0,4.321157232171246,0,0.16326530612244897,1,1,1.0
27,19,0,0,2,0,0,2,0,0,0,0,0,0,22,0.0,1,0,1,0,0,3.763965742824081,0,0.18518518518518517,0,0,0.004065482931420731
32,25,0,0,2,0,0,2,0,0,0,0,0,0,27,0.0,0,0,1,0,0,3.9681390622295662,0,0.15625,1,1,0.9743268699343762
27,19,0,0,3,0,0,2,0,0,0,0,0,4,17,0.14814814814814814,1,0,2,0,0,4.032303242743953,0,0.2222222222222222,0,0,0.3448316542374221
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,0.0,1,0,1,0,0,3.938721875540868,0,0.20833333333333334,0,0,0.005450702047319493
28,20,0,0,2,0,0,2,0,0,0,0,0,0,23,0.0,1,0,1,0,0,3.7534343861887853,0,0.17857142857142858,0,0,0.006496756290916128
25,17,0,0,2,0,0,2,0,0,0,0,0,0,20,0.0,1,0,1,0,0,4.053660689688185,0,0.2,0,0,0.004912225321018954
31,23,0,0,2,0,0,2,0,0,0,0,0,0,26,0.0,1,0,1,0,0,4.1313003425053605,0,0.16129032258064516,0,0,0.005703070177713936
34,26,0,0,2,0,0,2,0,0,0,0,0,0,29,0.0,1,0,1,0,0,4.065260267657297,0,0.14705882352941177,0,0,0.0062552938545099674
28,20,0,0,2,1,0,2,0,0,0,0,0,0,22,0.0,1,0,1,0,0,3.94075983254009,0,0.21428571428571427,0,0,0.021297190019961082
36,27,1,0,2,2,0,3,0,0,0,0,0,3,25,0.08333333333333333,1,0,1,0,0,4.329239931817579,0,0.2222222222222222,1,1,1.0
25,18,0,0,2,0,0,2,0,0,0,0,0,0,20,0.0,0,0,1,0,0,3.783465189601647,0,0.2,1,1,0.9865962493872746
44,37,0,0,5,0,0,2,0,0,0,0,0,0,36,0.0,0,0,4,0,0,4.200702573517885,0,0.18181818181818182,1,1,0.9789849003332254
34,26,1,0,2,0,0,3,0,0,0,0,0,0,28,0.0,0,0,1,0,1,4.091159812399538,0,0.17647058823529413,1,1,1.0
20,12,0,0,2,0,0,2,0,0,0,0,0,0,15,0.0,1,0,1,0,0,3.4464393446710146,0,0.25,0,0,0.0071850810601427695
30,22,0,0,2,0,0,2,0,0,0,0,0,0,25,0.0,1,0,1,0,0,4.072905595320056,0,0.16666666666666666,0,0,0.008572718370609323
